occurrence_id,source_url,source_page_title,source_page_approved_indexable_status,destination_gated_url,destination_page_title,anchor_text,component_data_source_or_content_location,link_type,generation_context,relevant_product_family,current_destination_status,closest_approved_url,current_permanent_disposition_status,likely_future_action,implementation_risk
STG01C-LINK-102,https://www.samanportable.com/container-office-in-kolkata,Container Office in Kolkata | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,container portable office for site teams,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-103,https://www.samanportable.com/container-office-in-lucknow,Container Office in Lucknow | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,"container office range, sizes and pricing",Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-104,https://www.samanportable.com/container-office-in-ludhiana,Container Office in Ludhiana | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,a mobile container office for multi-site MSMEs,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-105,https://www.samanportable.com/container-office-in-mangalore,Container Office in Mangalore | SAMAN Maker,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,our range of container office models,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-106,https://www.samanportable.com/container-office-in-mangalore,Container Office in Mangalore | SAMAN Maker,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,a relocatable mobile office container,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-107,https://www.samanportable.com/container-office-in-mumbai,Container Office in Mumbai | SAMAN Factory,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the container office range and specifications,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-108,https://www.samanportable.com/container-office-in-mysore,Container Office in Mysore | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,our full container office product category,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-109,https://www.samanportable.com/container-office-in-mysore,Container Office in Mysore | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,a mobile container office for shifting sites,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-110,https://www.samanportable.com/container-office-in-surat,Container Office in Surat | SAMAN Manufacturer,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the container office category we build to order,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-111,https://www.samanportable.com/container-office-in-tirupur,Container Office in Tirupur | SAMAN Garment Site Offices,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,container offices for sale in the Hosur belt,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-112,https://www.samanportable.com/container-office-in-visakhapatnam,Container Office in Visakhapatnam | SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product-category/container-offices,Container Office Types & Range – Pre-Built | SAMAN,the container office range we build in-house,Rendered main/article content location,contextual,contextual,container-offices,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-offices,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-113,https://www.samanportable.com/industrial-sheds-in-bangalore,"Industrial Sheds in Bangalore | Types, Sizes and Cost",OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,Prefabricated Industrial Shed │ Pre-Built Steel │ SAMAN,prefabricated industrial shed,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-114,https://www.samanportable.com/portable-toilets-in-bangalore,Top 10 Portable Toilets in Bangalore: Hygienic Solutions,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-toilet/readymade-toilet-cabin,"Readymade Toilet Cabin │ Factory-Fitted, No Wait │ SAMAN",Portable toilets,Rendered main/article content location,contextual,contextual,portable-toilet,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-toilet,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-115,https://www.samanportable.com/portable-toilets-in-bangalore,Top 10 Portable Toilets in Bangalore: Hygienic Solutions,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-toilet/readymade-toilet-cabin,"Readymade Toilet Cabin │ Factory-Fitted, No Wait │ SAMAN",readymade toilet cabin,Rendered main/article content location,contextual,contextual,portable-toilet,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-toilet,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-116,https://www.samanportable.com/pre-engineered-buildings-in-bangalore,Pre-Engineered Building Manufacturer in Bangalore | SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions/peb-steel-structure,"PEB Steel Structure │ IS-Certified, Custom Span │ SAMAN",PEB structure,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-117,https://www.samanportable.com/pre-engineered-buildings-in-bangalore,Pre-Engineered Building Manufacturer in Bangalore | SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",peb construction,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-118,https://www.samanportable.com/pre-engineered-buildings-in-bangalore,Pre-Engineered Building Manufacturer in Bangalore | SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/pre-engineered-buildings/pre-engineered-building-structures,Pre-Engineered Building Structure │ Custom Steel │ SAMAN,popularity of pre-engineered structures,Rendered main/article content location,contextual,contextual,pre-engineered-buildings,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-119,https://www.samanportable.com/prefabricated-warehouse-manufacturer-in-bangalore,Prefab Warehouse Manufacturer in Bangalore | SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,Prefabricated Industrial Shed │ Pre-Built Steel │ SAMAN,prefabricated industrial shed,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-120,https://www.samanportable.com/ship-container-price-in-india,Ship Container Price in India 2026 │ Size-Wise Guide │ SAMAN,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/container-houses/affordable-container-homes,Affordable Container Homes │ Pre-Built │ SAMAN,affordable home unit,Rendered main/article content location,contextual,contextual,container-houses,TEMPORARY_200_NOINDEX_FOLLOW,/product/container-houses,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-121,https://www.samanportable.com/,"SAMAN Portable, ISO-Certified Modular Building Manufacturer, India",OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Sandwich Panels,Rendered main content; shared commercial template,shared-template,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-122,https://www.samanportable.com/,"SAMAN Portable, ISO-Certified Modular Building Manufacturer, India",OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/sandwich-panel,"Sandwich Panel Manufacturer in India, Types, Cores & Sizes | SAMAN",Explore Sandwich Panels,Rendered main content; shared commercial template,shared-template,template-generated,sandwich-panel,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-123,https://www.samanportable.com/,"SAMAN Portable, ISO-Certified Modular Building Manufacturer, India",OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/wall-sheet,"Wall Sheets: PVC, UV Marble, Fluted & WPC Panels | SAMAN",Wall Sheets,Rendered main content; shared commercial template,shared-template,template-generated,wall-sheet,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-124,https://www.samanportable.com/,"SAMAN Portable, ISO-Certified Modular Building Manufacturer, India",OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/wall-sheet,"Wall Sheets: PVC, UV Marble, Fluted & WPC Panels | SAMAN",Browse all products,Rendered main content; shared commercial template,shared-template,template-generated,wall-sheet,TEMPORARY_200_NOINDEX_FOLLOW,OWNER_MAPPING_REQUIRED,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_SHARED_TEMPLATE
STG01C-LINK-125,https://www.samanportable.com/customized-prefab-structures-ncr,Custom Prefab Structures in NCR | Tailored Solutions,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/prefab-buildings/modular-office-buildings,"Modular Office Buildings │ Multi-Room, Multi-Floor │ SAMAN",modular office buildings,Rendered main/article content location,contextual,contextual,prefab-buildings,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefab-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-126,https://www.samanportable.com/discount-mobile-office-units,Mobile Office Unit Cost Guide — Factory-Fitted India Pricing,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/portable-office/portable-office-container,Portable Office Container │ Built to Relocate │ SAMAN,our 20ft portable office container configuration,Rendered main/article content location,contextual,contextual,portable-office,TEMPORARY_200_NOINDEX_FOLLOW,/product/portable-office,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-127,https://www.samanportable.com/in-the-long-run-are-prefabricated-industrial-buildings-more-cost-effective,Long-Term Savings with Prefabricated Industrial Buildings,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,Prefabricated Industrial Shed │ Pre-Built Steel │ SAMAN,prefabricated industrial shed,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-128,https://www.samanportable.com/low-cost-modular-office-solutions,Modular Office Cost Guide | Factory-Built India Pricing,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/prefab-buildings/modular-office-buildings,"Modular Office Buildings │ Multi-Room, Multi-Floor │ SAMAN",multi-room modular office buildings,Rendered main/article content location,contextual,contextual,prefab-buildings,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefab-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-129,https://www.samanportable.com/low-cost-modular-office-solutions,Modular Office Cost Guide | Factory-Built India Pricing,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/prefab-buildings/prefab-office-buildings,Prefab Commercial Office Buildings | SAMAN,factory-built prefab office complexes,Rendered main/article content location,contextual,contextual,prefab-buildings,TEMPORARY_200_NOINDEX_FOLLOW,/product/prefab-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-130,https://www.samanportable.com/peb-structure-cost-per-kg-india,PEB Structure Cost Per Kg in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions/peb-steel-structure,"PEB Steel Structure │ IS-Certified, Custom Span │ SAMAN",pre-engineered steel building,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-131,https://www.samanportable.com/peb-structure-cost-per-kg-india,PEB Structure Cost Per Kg in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",PEB construction,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-132,https://www.samanportable.com/peb-structure-cost-per-kg-india,PEB Structure Cost Per Kg in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",PEB structure,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-133,https://www.samanportable.com/peb-structure-cost-per-sq-ft-india,PEB Structure Cost Per Sq Ft in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions/peb-steel-structure,"PEB Steel Structure │ IS-Certified, Custom Span │ SAMAN",pre-engineered steel building,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-134,https://www.samanportable.com/peb-structure-cost-per-sq-ft-india,PEB Structure Cost Per Sq Ft in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",PEB structure,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-135,https://www.samanportable.com/peb-structure-cost-per-sq-ft-india,PEB Structure Cost Per Sq Ft in India - Saman Portable,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/peb-constructions,"PEB Construction │ Turnkey Design, Supply & Erect │ SAMAN",PEB construction,Rendered main/article content location,contextual,contextual,peb-constructions,TEMPORARY_200_NOINDEX_FOLLOW,/product/pre-engineered-buildings,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-136,https://www.samanportable.com/portable-sheds-complete-guide-2024,Portable Sheds: Top 10 Benefits & Buying Guide for 2024,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/portable-sheds,"Portable Sheds │ Modular, Move Between Sites │ SAMAN",portable shed,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-137,https://www.samanportable.com/temporary-garden-shed,Temporary Garden Shed | Affordable Outdoor Storage 2025,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/portable-sheds,"Portable Sheds │ Modular, Move Between Sites │ SAMAN",custom portable sheds,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
STG01C-LINK-138,https://www.samanportable.com/temporary-garden-shed,Temporary Garden Shed | Affordable Outdoor Storage 2025,OTHER_SITEMAP_INDEXABLE,https://www.samanportable.com/product/industrial-sheds/prefabricated-industrial-shed,Prefabricated Industrial Shed │ Pre-Built Steel │ SAMAN,prefabricated storage sheds,Rendered main/article content location,contextual,contextual,industrial-sheds,TEMPORARY_200_NOINDEX_FOLLOW,/product/industrial-sheds,PENDING_OWNER_REVIEW,OWNER_DECISION_REQUIRED,MEDIUM_CONTEXTUAL_JUDGMENT
